record_id,match_id,player_name,role,nationality,team_id,team_city,coach,opponent_team_id,stadium_id,stadium_name,stadium_location,stadium_capacity,format_id,match_date,runs_scored,balls_faced,wickets_taken,overs_bowled,catches_taken,age
968,99,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,2,29,"R. Premadasa Stadium, Colombo",Colombo,58690,3,2023-12-28,82,42,2,14.6,4,46
969,122,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,1,2,"Kensington Oval, Bridgetown",Kingston,44399,2,2023-06-23,84,85,2,17.3,3,36
970,312,Mitchell Starc,Bowler,Australia,2,Sydney,Andrew McDonald,9,26,"Melbourne Cricket Ground, Melbourne",Sydney,64490,1,2022-06-28,50,43,1,7.1,0,34
971,446,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,8,19,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,42960,2,2023-05-31,21,43,0,18.1,3,35
972,238,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,5,20,"R. Premadasa Stadium, Colombo",Colombo,41981,3,2024-04-22,54,0,3,16.9,4,36
973,479,Mitchell Starc,Bowler,Australia,2,Sydney,Andrew McDonald,6,10,"Melbourne Cricket Ground, Melbourne",Sydney,42057,2,2021-06-22,30,85,5,6.4,1,34
974,375,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,10,20,"Melbourne Cricket Ground, Melbourne",Sydney,43407,1,2021-04-11,111,85,5,7.0,3,32
975,420,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,10,3,"R. Premadasa Stadium, Colombo",Colombo,44781,3,2020-11-12,63,34,0,14.1,3,40
976,396,Rashid Khan,Bowler,Afghanistan,10,Kabul,Jonathan Trott,3,14,"Kabul International Cricket Stadium, Kabul",Kabul,82010,1,2023-01-11,100,23,0,16.5,2,25
977,314,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,4,6,"Melbourne Cricket Ground, Melbourne",Sydney,31623,2,2024-07-21,110,67,5,2.7,4,32
978,50,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,3,20,"Kabul International Cricket Stadium, Kabul",Kabul,83595,1,2020-08-24,116,74,3,17.6,0,39
979,1,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,2,27,"R. Premadasa Stadium, Colombo",Colombo,73893,3,2021-12-04,123,98,5,1.2,2,40
980,46,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,2,22,"Kensington Oval, Bridgetown",Kingston,36448,3,2024-06-12,9,42,4,1.4,2,44
981,259,David Warner,Batsman,Australia,2,Sydney,Andrew McDonald,1,30,"Melbourne Cricket Ground, Melbourne",Sydney,57503,2,2020-11-17,48,2,3,10.2,4,37
982,93,Kane Williamson,Batsman,New Zealand,6,Auckland,Gary Stead,8,15,"Eden Park, Auckland",Auckland,41481,3,2020-03-05,16,41,4,3.5,1,33
983,254,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,7,9,"Kabul International Cricket Stadium, Kabul",Kabul,83049,2,2021-01-10,24,2,5,2.2,2,23
984,273,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,10,17,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,40751,3,2025-02-10,9,8,2,9.0,3,36
985,235,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,8,11,"Newlands, Cape Town",Johannesburg,57982,2,2021-10-01,111,96,0,3.1,2,48
986,257,Jofra Archer,Bowler,England,3,London,Brendon McCullum,1,26,"Lord's Cricket Ground, London",London,65717,3,2020-11-14,82,97,5,0.8,0,29
987,254,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,6,28,"Kensington Oval, Bridgetown",Kingston,41262,1,2022-01-13,126,38,4,16.2,2,28
988,44,Ben Stokes,Batsman,England,3,London,Brendon McCullum,10,24,"Lord's Cricket Ground, London",London,47065,2,2024-05-03,55,88,2,3.2,0,32
989,119,Ben Stokes,Batsman,England,3,London,Brendon McCullum,9,10,"Lord's Cricket Ground, London",London,80796,3,2022-01-02,120,25,5,13.3,0,32
990,217,MS Dhoni,Wicketkeeper,India,1,Mumbai,Rahul Dravid,6,7,"Wankhede Stadium, Mumbai",Mumbai,85021,2,2020-02-22,147,90,1,8.7,5,42
991,74,Ben Stokes,Batsman,England,3,London,Brendon McCullum,7,26,"Lord's Cricket Ground, London",London,60606,2,2021-06-06,106,44,3,10.6,2,32
992,194,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,3,14,"Melbourne Cricket Ground, Melbourne",Sydney,71069,3,2023-01-29,89,28,2,17.7,4,35
993,376,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,3,1,"R. Premadasa Stadium, Colombo",Colombo,80379,3,2020-03-30,121,85,0,9.2,1,30
994,477,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,3,28,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,33875,1,2022-01-30,9,76,4,1.2,4,35
995,432,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,1,2,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,31871,3,2024-06-19,89,86,4,9.5,0,28
996,263,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,8,25,"Lord's Cricket Ground, London",London,46091,3,2024-08-27,24,79,4,8.7,2,33
997,175,Rohit Sharma,Batsman,India,1,Mumbai,Rahul Dravid,8,14,"Wankhede Stadium, Mumbai",Mumbai,78434,3,2022-12-31,89,69,2,6.5,3,36
998,294,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,1,6,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,29381,2,2020-02-08,102,61,5,5.0,4,37
999,435,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,2,10,"Gaddafi Stadium, Lahore",Karachi,63499,3,2024-09-18,139,36,1,0.6,2,25
1000,251,MS Dhoni,Wicketkeeper,India,1,Mumbai,Rahul Dravid,4,5,"Wankhede Stadium, Mumbai",Mumbai,52530,2,2023-06-27,135,61,0,3.9,3,42
1001,267,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,8,7,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,55868,1,2020-06-01,65,22,1,16.2,1,36
1002,46,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,2,8,"Lord's Cricket Ground, London",London,56982,3,2023-02-12,3,79,0,0.3,3,36
1003,278,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,4,3,"Melbourne Cricket Ground, Melbourne",Sydney,67002,1,2022-03-31,49,87,3,5.3,2,32
1004,419,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,6,8,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,42224,1,2023-05-04,27,21,5,0.2,2,28
1005,48,Steve Smith,Batsman,Australia,2,Sydney,Andrew McDonald,8,2,"Melbourne Cricket Ground, Melbourne",Sydney,61254,3,2022-01-23,47,0,4,2.1,1,34
1006,44,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,9,8,"Eden Park, Auckland",Auckland,84282,1,2024-04-15,121,10,4,11.4,3,34
1007,379,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,10,23,"Kensington Oval, Bridgetown",Kingston,83236,1,2022-10-09,45,47,3,2.5,3,36
1008,432,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,4,14,"Kabul International Cricket Stadium, Kabul",Kabul,81300,2,2021-04-02,21,20,4,9.8,4,23
1009,441,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,8,24,"Kensington Oval, Bridgetown",Kingston,50795,1,2023-06-29,119,80,2,8.2,0,28
1010,500,Ben Stokes,Batsman,England,3,London,Brendon McCullum,2,5,"Lord's Cricket Ground, London",London,44080,3,2023-03-07,42,71,5,0.9,0,32
1011,93,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,6,16,"Kensington Oval, Bridgetown",Kingston,82561,2,2020-02-28,40,41,1,19.0,0,35
1012,291,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,5,9,"Eden Park, Auckland",Auckland,36188,1,2024-04-22,0,47,2,2.7,2,34
1013,340,Sachin Tendulkar,Batsman,India,1,Mumbai,Rahul Dravid,7,25,"Wankhede Stadium, Mumbai",Mumbai,71505,1,2024-10-22,34,46,1,14.6,5,50
1014,44,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,2,15,"Kensington Oval, Bridgetown",Kingston,63337,3,2021-02-07,115,41,1,2.6,1,36
1015,51,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,8,14,"Newlands, Cape Town",Johannesburg,69127,1,2024-02-09,102,32,4,18.8,1,31
1016,445,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,10,20,"Newlands, Cape Town",Johannesburg,74209,3,2022-07-01,115,13,2,9.6,4,31
1017,176,David Warner,Batsman,Australia,2,Sydney,Andrew McDonald,10,8,"Melbourne Cricket Ground, Melbourne",Sydney,66515,3,2021-08-29,102,55,3,10.5,2,37
1018,17,David Warner,Batsman,Australia,2,Sydney,Andrew McDonald,1,21,"Melbourne Cricket Ground, Melbourne",Sydney,33474,1,2022-03-24,6,64,5,19.2,2,37
1019,240,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,8,17,"Melbourne Cricket Ground, Melbourne",Sydney,57255,3,2023-05-23,131,3,3,12.2,4,32
1020,168,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,6,24,"Kensington Oval, Bridgetown",Kingston,70940,3,2021-08-01,4,50,3,8.4,0,44
1021,449,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,7,8,"Eden Park, Auckland",Auckland,49766,2,2024-11-05,4,100,4,18.0,2,32
1022,330,Virat Kohli,Batsman,India,1,Mumbai,Rahul Dravid,8,20,"Wankhede Stadium, Mumbai",Mumbai,77902,2,2025-01-26,57,59,3,11.9,2,35
1023,343,Joe Root,Batsman,England,3,London,Brendon McCullum,1,24,"Lord's Cricket Ground, London",London,88764,3,2022-11-18,2,17,2,10.3,3,33
1024,413,Babar Azam,Batsman,Pakistan,5,Karachi,Grant Bradburn,4,23,"Gaddafi Stadium, Lahore",Karachi,83381,1,2024-06-16,114,90,0,12.6,2,29
1025,179,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,2,24,"Newlands, Cape Town",Johannesburg,84262,2,2021-08-20,9,18,5,19.8,0,48
1026,123,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,10,21,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,67500,2,2024-06-04,83,0,1,3.8,2,37
1027,499,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,2,17,"Gaddafi Stadium, Lahore",Karachi,41598,3,2022-04-15,65,84,0,11.6,0,24
1028,354,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,4,3,"Kabul International Cricket Stadium, Kabul",Kabul,34202,1,2022-02-28,43,89,5,14.0,5,39
1029,93,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,5,9,"Kensington Oval, Bridgetown",Kingston,82616,2,2022-06-20,25,34,0,7.8,0,35
1030,184,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,5,5,"Kensington Oval, Bridgetown",Kingston,49772,2,2022-12-08,6,96,3,1.4,3,35
1031,304,AB de Villiers,Batsman,South Africa,4,Johannesburg,Rob Walter,1,30,"Newlands, Cape Town",Johannesburg,88278,3,2024-12-03,43,63,0,17.3,0,40
1032,395,Pat Cummins,Bowler,Australia,2,Sydney,Andrew McDonald,9,18,"Melbourne Cricket Ground, Melbourne",Sydney,69152,3,2023-02-26,138,57,2,11.2,1,31
1033,452,Babar Azam,Batsman,Pakistan,5,Karachi,Grant Bradburn,7,12,"Gaddafi Stadium, Lahore",Karachi,34235,2,2021-10-04,93,48,2,14.5,5,29
1034,286,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,6,6,"Lord's Cricket Ground, London",London,27317,1,2021-07-25,86,49,2,13.0,3,33
1035,461,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,5,17,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,79152,2,2023-05-20,79,48,1,11.6,0,36
1036,468,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,10,30,"Wankhede Stadium, Mumbai",Mumbai,63209,1,2023-09-10,94,63,2,11.0,1,30
1037,411,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,9,18,"Newlands, Cape Town",Johannesburg,35503,2,2025-02-07,119,80,1,11.8,2,31
1038,128,Sachin Tendulkar,Batsman,India,1,Mumbai,Rahul Dravid,6,27,"Wankhede Stadium, Mumbai",Mumbai,54724,3,2020-10-04,131,86,3,0.1,0,50
1039,48,Faf du Plessis,Batsman,South Africa,4,Johannesburg,Rob Walter,3,2,"Newlands, Cape Town",Johannesburg,35395,3,2020-01-07,142,42,1,17.5,0,39
1040,498,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,3,8,"Wankhede Stadium, Mumbai",Mumbai,28634,3,2024-08-09,52,10,1,12.2,2,35
1041,367,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,5,12,"Melbourne Cricket Ground, Melbourne",Sydney,71729,3,2021-10-25,46,18,2,12.9,2,32
1042,7,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,9,23,"Kensington Oval, Bridgetown",Kingston,36050,2,2021-08-11,41,44,3,18.8,1,36
1043,316,MS Dhoni,Wicketkeeper,India,1,Mumbai,Rahul Dravid,7,7,"Wankhede Stadium, Mumbai",Mumbai,34022,2,2024-12-23,109,11,1,8.4,4,42
1044,443,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,6,15,"R. Premadasa Stadium, Colombo",Colombo,25116,2,2023-02-16,39,67,2,17.5,5,30
1045,435,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,7,16,"R. Premadasa Stadium, Colombo",Colombo,46618,3,2023-11-19,132,24,2,19.3,1,40
1046,317,Jofra Archer,Bowler,England,3,London,Brendon McCullum,7,12,"Lord's Cricket Ground, London",London,64179,2,2024-05-29,124,60,2,18.0,0,29
1047,378,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,1,26,"Gaddafi Stadium, Lahore",Karachi,46015,1,2021-11-13,127,54,1,6.5,1,24
1048,156,David Warner,Batsman,Australia,2,Sydney,Andrew McDonald,5,5,"Melbourne Cricket Ground, Melbourne",Sydney,77827,2,2020-06-04,33,87,5,19.4,0,37
1049,397,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,7,26,"Gaddafi Stadium, Lahore",Karachi,30669,1,2022-03-17,16,2,5,0.2,2,32
1050,314,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,9,26,"Gaddafi Stadium, Lahore",Karachi,56656,3,2022-01-06,126,28,0,10.7,3,32
1051,431,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,4,6,"Kabul International Cricket Stadium, Kabul",Kabul,40352,2,2023-03-01,52,83,1,17.7,3,25
1052,205,Jofra Archer,Bowler,England,3,London,Brendon McCullum,7,3,"Lord's Cricket Ground, London",London,74603,1,2020-05-24,149,46,3,13.2,0,29
1053,111,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,7,18,"Lord's Cricket Ground, London",London,80828,1,2023-09-24,123,17,3,0.5,5,36
1054,14,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,7,18,"Gaddafi Stadium, Lahore",Karachi,70545,2,2024-07-11,86,6,4,18.2,0,25
1055,496,Babar Azam,Batsman,Pakistan,5,Karachi,Grant Bradburn,8,15,"Gaddafi Stadium, Lahore",Karachi,78314,3,2020-10-30,11,91,2,9.7,2,29
1056,44,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,10,15,"Gaddafi Stadium, Lahore",Karachi,82243,3,2022-09-30,34,62,3,16.8,3,32
1057,13,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,6,7,"R. Premadasa Stadium, Colombo",Colombo,78521,1,2020-05-19,105,21,5,16.1,1,36
1058,323,Steve Smith,Batsman,Australia,2,Sydney,Andrew McDonald,7,15,"Melbourne Cricket Ground, Melbourne",Sydney,86614,3,2021-12-28,128,94,5,8.7,1,34
1059,203,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,4,8,"R. Premadasa Stadium, Colombo",Colombo,64347,1,2021-01-19,84,17,1,5.0,4,30
1060,206,Rashid Khan,Bowler,Afghanistan,10,Kabul,Jonathan Trott,9,10,"Kabul International Cricket Stadium, Kabul",Kabul,55075,2,2020-05-11,30,28,1,6.8,2,25
1061,7,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,5,14,"Kensington Oval, Bridgetown",Kingston,49172,2,2020-08-15,44,72,5,15.1,5,35
1062,167,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,9,27,"Gaddafi Stadium, Lahore",Karachi,80942,1,2023-08-22,72,60,2,4.2,1,32
1063,187,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,9,19,"Kabul International Cricket Stadium, Kabul",Kabul,53159,2,2021-06-24,75,71,1,0.0,0,39
1064,270,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,4,13,"Wankhede Stadium, Mumbai",Mumbai,71479,3,2023-06-29,138,91,3,7.5,2,35
1065,35,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,6,11,"Kabul International Cricket Stadium, Kabul",Kabul,56361,1,2021-11-06,103,70,4,7.2,0,23
1066,453,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,5,30,"Kensington Oval, Bridgetown",Kingston,82684,3,2022-09-06,84,61,5,11.3,2,28
1067,60,Pat Cummins,Bowler,Australia,2,Sydney,Andrew McDonald,8,21,"Melbourne Cricket Ground, Melbourne",Sydney,52306,3,2020-12-02,39,44,4,15.1,4,31
1068,432,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,9,19,"Newlands, Cape Town",Johannesburg,62540,3,2021-10-29,145,79,1,19.9,5,29
1069,9,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,9,7,"R. Premadasa Stadium, Colombo",Colombo,54594,3,2024-04-05,86,54,5,4.0,3,40
1070,51,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,7,16,"Gaddafi Stadium, Lahore",Karachi,46644,3,2020-09-25,131,40,4,11.0,2,32
1071,329,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,10,2,"Wankhede Stadium, Mumbai",Mumbai,76423,2,2024-09-08,14,64,3,20.0,4,35
1072,196,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,1,7,"Kensington Oval, Bridgetown",Kingston,52568,3,2023-10-11,75,2,2,3.4,3,44
1073,493,Mitchell Starc,Bowler,Australia,2,Sydney,Andrew McDonald,8,13,"Melbourne Cricket Ground, Melbourne",Sydney,77735,1,2020-03-10,117,12,0,0.1,4,34
1074,232,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,1,13,"Kabul International Cricket Stadium, Kabul",Kabul,52345,1,2023-04-28,103,91,4,2.9,4,39
1075,395,David Warner,Batsman,Australia,2,Sydney,Andrew McDonald,1,15,"Melbourne Cricket Ground, Melbourne",Sydney,62464,2,2021-12-12,142,11,5,18.3,2,37
1076,25,AB de Villiers,Batsman,South Africa,4,Johannesburg,Rob Walter,5,26,"Newlands, Cape Town",Johannesburg,69937,1,2023-05-18,61,65,2,6.3,2,40
1077,256,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,1,27,"Gaddafi Stadium, Lahore",Karachi,35005,1,2024-06-07,38,28,5,6.0,0,32
1078,29,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,1,2,"Gaddafi Stadium, Lahore",Karachi,41066,3,2020-09-19,28,69,4,8.0,1,24
1079,381,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,4,10,"Eden Park, Auckland",Auckland,82697,1,2022-11-14,30,57,2,1.4,5,32
1080,488,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,4,24,"R. Premadasa Stadium, Colombo",Colombo,83616,1,2022-11-09,23,19,1,12.4,2,36
1081,129,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,10,7,"Kensington Oval, Bridgetown",Kingston,82607,1,2023-08-26,107,78,4,5.9,1,28
1082,393,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,4,1,"Lord's Cricket Ground, London",London,84081,2,2020-09-07,74,92,5,0.2,4,36
1083,186,Jofra Archer,Bowler,England,3,London,Brendon McCullum,8,10,"Lord's Cricket Ground, London",London,40007,2,2020-09-22,105,97,3,5.1,5,29
1084,121,Virat Kohli,Batsman,India,1,Mumbai,Rahul Dravid,8,5,"Wankhede Stadium, Mumbai",Mumbai,51267,2,2024-07-28,13,87,0,16.3,5,35
1085,131,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,2,6,"Eden Park, Auckland",Auckland,26790,1,2024-08-10,82,61,2,10.9,1,32
1086,105,Steve Smith,Batsman,Australia,2,Sydney,Andrew McDonald,8,19,"Melbourne Cricket Ground, Melbourne",Sydney,74378,2,2024-11-02,89,22,4,3.6,3,34
1087,372,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,5,7,"Kensington Oval, Bridgetown",Kingston,63652,2,2024-08-24,82,4,5,0.2,1,28
1088,185,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,8,14,"Eden Park, Auckland",Auckland,74475,3,2022-08-29,138,17,1,17.4,1,32
1089,262,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,5,24,"Kabul International Cricket Stadium, Kabul",Kabul,58179,2,2022-12-15,72,64,2,13.6,1,39
1090,87,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,6,18,"Kensington Oval, Bridgetown",Kingston,48838,2,2023-01-15,121,51,2,13.4,3,44
1091,99,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,5,30,"R. Premadasa Stadium, Colombo",Colombo,40536,2,2020-04-21,147,54,4,2.3,5,46
1092,469,Steve Smith,Batsman,Australia,2,Sydney,Andrew McDonald,10,29,"Melbourne Cricket Ground, Melbourne",Sydney,46320,1,2023-09-02,115,49,3,16.9,3,34
1093,78,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,7,18,"Melbourne Cricket Ground, Melbourne",Sydney,66574,2,2022-02-07,117,91,0,15.8,5,32
1094,326,Jofra Archer,Bowler,England,3,London,Brendon McCullum,1,12,"Lord's Cricket Ground, London",London,60566,1,2020-09-23,65,65,3,7.1,5,29
1095,214,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,9,22,"Kabul International Cricket Stadium, Kabul",Kabul,86095,3,2020-09-04,33,48,5,10.5,1,25
1096,384,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,5,19,"Kabul International Cricket Stadium, Kabul",Kabul,54873,3,2024-03-20,14,18,5,16.7,0,25
1097,310,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,10,18,"Kensington Oval, Bridgetown",Kingston,41855,1,2024-04-08,10,37,0,11.5,1,36
1098,215,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,5,19,"Eden Park, Auckland",Auckland,63654,2,2023-09-23,136,3,1,4.4,2,32
1099,280,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,3,14,"Kabul International Cricket Stadium, Kabul",Kabul,29948,1,2022-12-22,5,75,4,16.3,2,39
1100,139,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,6,19,"Gaddafi Stadium, Lahore",Karachi,37300,2,2022-01-23,145,57,2,19.2,1,32
1101,378,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,9,12,"Newlands, Cape Town",Johannesburg,26606,1,2022-01-24,63,1,0,13.6,3,29
1102,205,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,3,7,"R. Premadasa Stadium, Colombo",Colombo,55872,3,2021-08-21,117,22,4,11.3,0,36
1103,262,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,4,24,"R. Premadasa Stadium, Colombo",Colombo,89772,2,2024-06-19,74,40,4,6.0,2,30
1104,162,Sachin Tendulkar,Batsman,India,1,Mumbai,Rahul Dravid,10,30,"Wankhede Stadium, Mumbai",Mumbai,63231,3,2023-06-14,73,45,0,12.0,0,50
1105,455,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,5,5,"Lord's Cricket Ground, London",London,50678,1,2020-12-03,38,25,2,1.8,2,36
1106,347,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,3,30,"Kensington Oval, Bridgetown",Kingston,68028,2,2023-08-15,131,10,0,1.4,4,28
1107,483,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,5,13,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,82855,3,2020-05-10,135,72,4,6.1,5,28
1108,255,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,2,11,"Eden Park, Auckland",Auckland,78674,1,2021-10-07,46,67,4,1.1,2,32
1109,10,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,6,23,"Kensington Oval, Bridgetown",Kingston,44185,1,2024-08-30,70,10,4,2.0,3,44
1110,296,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,6,6,"R. Premadasa Stadium, Colombo",Colombo,89401,1,2022-01-18,3,13,5,3.8,3,36
1111,160,Ben Stokes,Batsman,England,3,London,Brendon McCullum,2,29,"Lord's Cricket Ground, London",London,66074,1,2022-10-02,114,22,2,9.6,2,32
1112,30,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,2,29,"Wankhede Stadium, Mumbai",Mumbai,35972,3,2023-01-07,100,97,2,12.2,0,30
1113,418,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,2,24,"Newlands, Cape Town",Johannesburg,87757,3,2021-10-26,140,69,2,0.4,1,31
1114,458,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,7,24,"Newlands, Cape Town",Johannesburg,53342,2,2020-05-17,61,91,0,14.2,5,29
1115,104,MS Dhoni,Wicketkeeper,India,1,Mumbai,Rahul Dravid,3,1,"Wankhede Stadium, Mumbai",Mumbai,42066,2,2021-09-23,149,85,2,7.7,0,42
1116,413,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,2,22,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,50984,2,2020-07-29,25,43,1,7.8,3,36
